run_id,produced_at,date_only,operator_rating,operator_notes,world,moral_wager,som_y1_m,crystallization_score,cluster,genius_score,protagonist,antagonist,wound,conflict,compression,divisiveness,mf_id,de_id,sdt_id,axes_triple,comp1_title,comp1_similarity,comp1_ww_gross_m,comp2_title,comp2_similarity,comp2_ww_gross_m,comp3_title,comp3_similarity,comp3_ww_gross_m,top_comp_ww_m,mean_comp_ww_m,max_comp_similarity,som_y1_usd,winners_path
evolve-20260525T162158Z,2026-05-25T16:21:58Z,2026-05-25,,,a living alien ecosystem with its own evolutionary consciousness,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",256.27,0.5620,civilizational,0.8378,The Sage,,knows something that if shared would end every relationship they have,scientific truth vs lived experience — the data says one thing; the patient's body says another,the document that cannot be classified — the institution has no response category for what it received,"half the audience experiences the ending as victory; half as defeat — same events, opposite readings",MF_09,DE_03,SW_08,MF_09 + DE_03 + SW_08,A.I. Artificial Intelligence (2001),0.7500,235.93,Far and Away (1992),0.6000,137.78,Divergent,0.5000,288.89,288.89,220.87,0.7500,256265934.21,runs/evolve-20260525T162158Z/evolve/gen0/winners.json
evolve-20260525T160507Z,2026-05-25T16:05:07Z,2026-05-25,,,migration detention facility,Precision without accountability leads to harm that the precision itself cannot measure.,272.26,0.7482,institutional,1.0000,,,"denied autonomy, proof of competence, and any relationship where they are fully known — simultaneously",present harm vs future prevention — doing harm now is the only way to prevent greater harm later,the precision of measurement contains the exact thing it cannot measure,"good faith is the mechanism — the more sincerely they believed, the worse the outcome",MF_06,DE_09,SW_12,MF_06 + DE_09 + SW_12,The Village (2004),1.0000,256.70,What Lies Beneath,0.7500,291.42,The Firm (1993),0.7500,270.25,291.42,272.79,1.0000,272258329.14,runs/evolve-20260525T160507Z/evolve/gen0/winners.json
evolve-20260525T155301Z,2026-05-25T15:53:01Z,2026-05-25,,,"a family home across three generations — the same rooms, different decades",Precision without accountability leads to harm that the precision itself cannot measure.,250.51,0.7896,emotional,0.9672,The Lover,,did everything right; one variable outside their control destroyed everything they built,individual conscience vs collective loyalty — one person's integrity vs many people's safety,the method was causing the problem it was designed to solve,"half the audience experiences the ending as victory; half as defeat — same events, opposite readings",MF_04,DE_03,SW_06,MF_04 + DE_03 + SW_06,Sommersby (1993),1.0000,140.08,Indecent Proposal (1993),0.6667,266.61,Wuthering Heights (2026),0.6667,241.60,266.61,216.10,1.0000,250506515.08,runs/evolve-20260525T155301Z/evolve/gen0/winners.json
evolve-20260525T154841Z,2026-05-25T15:48:41Z,2026-05-25,,,migration detention facility,Precision without accountability leads to harm that the precision itself cannot measure.,250.51,0.7289,emotional,0.9672,The Sage,Exiled Sage,chose freedom; the act of choosing destroyed every relationship that made freedom worth having,individual conscience vs collective loyalty — one person's integrity vs many people's safety,the precision of measurement contains the exact thing it cannot measure,different audiences identify with different characters based on their own systemic position,MF_04,DE_07,SW_02,MF_04 + DE_07 + SW_02,Sommersby (1993),1.0000,140.08,Indecent Proposal (1993),0.6667,266.61,Wuthering Heights (2026),0.6667,241.60,266.61,216.10,1.0000,250506515.08,runs/evolve-20260525T154841Z/evolve/gen0/winners.json
evolve-20260525T153426Z,2026-05-25T15:34:26Z,2026-05-25,,,a frontier world where the rules of civilization have not yet arrived — raw possibility and raw danger in equal measure,Precision without accountability leads to harm that the precision itself cannot measure.,245.63,0.7665,civilizational,0.8762,,Trapped Explorer,carries a power they did not choose and cannot fully control — the wound is that mastery of the gift requires abandoning who they were,liberty vs protection — protecting someone means controlling them,the absence was always the presence — the gap in the record is the most important data point,the most sympathetic character causes the most harm — no clean emotional exit,MF_03,DE_05,SW_16,MF_03 + DE_05 + SW_16,A.I. Artificial Intelligence (2001),0.7500,235.93,Maze Runner: The Death Cure,0.6000,288.18,Elysium,0.6000,286.14,288.18,270.08,0.7500,245633325.65,runs/evolve-20260525T153426Z/evolve/gen0/winners.json
evolve-20260525T152232Z,2026-05-25T15:22:32Z,2026-05-25,,,archaeological site where the past and present collide,Precision without accountability leads to harm that the precision itself cannot measure.,256.27,0.0694,civilizational,0.8459,The Rebel,,to help effectively they must maintain distance; the distance is what prevents them helping,liberty vs protection — protecting someone means controlling them,the method was causing the problem it was designed to solve,the most sympathetic character causes the most harm — no clean emotional exit,MF_03,DE_05,SW_11,MF_03 + DE_05 + SW_11,A.I. Artificial Intelligence (2001),0.7500,235.93,Far and Away (1992),0.6000,137.78,Divergent,0.5000,288.89,288.89,220.87,0.7500,256265934.21,runs/evolve-20260525T152232Z/evolve/gen0/winners.json
evolve-20260524T193416Z,2026-05-24T19:34:16Z,2026-05-24,,,algorithmic hiring system inside a corporation,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",256.16,0.6415,emotional,0.9414,The Magician,Hollow Caregiver,to help effectively they must maintain distance; the distance is what prevents them helping,past justice vs future peace — pursuing the truth reopens a wound the community needs to stay closed,one rule explains everything that seemed random — retroactive coherence,the film takes a position in a cultural debate that has not been settled and both sides can claim it,MF_07,DE_04,SW_11,MF_07 + DE_04 + SW_11,Unbreakable (2000),0.8000,248.12,Blade Runner 2049,0.6667,277.88,The Village (2004),0.6000,256.70,277.88,260.90,0.8000,256163637.56,runs/evolve-20260524T193416Z/evolve/gen0/winners.json
evolve-20260524T173621Z,2026-05-24T17:36:21Z,2026-05-24,,,archaeological site where the past and present collide,Precision without accountability leads to harm that the precision itself cannot measure.,284.33,0.7995,emotional,1.0000,The Hero,Hollow Caregiver,loves someone they cannot keep without destroying what they have become — the wound is that both versions of themselves are real,present harm vs future prevention — doing harm now is the only way to prevent greater harm later,"the protagonist was the antagonist all along — same person, different time",different audiences identify with different characters based on their own systemic position,MF_06,DE_07,SW_15,MF_06 + DE_07 + SW_15,Indecent Proposal (1993),1.0000,266.61,Wuthering Heights (2026),1.0000,241.60,Sense and Sensibility (1995),1.0000,134.84,266.61,214.35,1.0000,284327259.98,runs/evolve-20260524T173621Z/evolve/gen0/winners.json
evolve-20260524T173301Z,2026-05-24T17:33:01Z,2026-05-24,,,migration detention facility,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",232.08,0.6898,economic,0.9606,The Everyman,,did everything right; one variable outside their control destroyed everything they built,scientific truth vs lived experience — the data says one thing; the patient's body says another,the absence was always the presence — the gap in the record is the most important data point,"half the audience experiences the ending as victory; half as defeat — same events, opposite readings",MF_09,DE_03,SW_06,MF_09 + DE_03 + SW_06,The Firm (1993),1.0000,270.25,Mr. Six (2015),0.8000,139.19,Conspiracy Theory (1997),0.8000,136.98,270.25,182.14,1.0000,232077382.76,runs/evolve-20260524T173301Z/evolve/gen0/winners.json
evolve-20260524T172830Z,2026-05-24T17:28:30Z,2026-05-24,,,an enchanted realm where physical laws are expressions of emotional truth,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",256.27,0.7896,civilizational,0.9753,The Creator,Failed Lover,born into a world that has already decided who they are — the wound is the gap between the life assigned and the life desired,loyalty vs truth — both are owed to the same person and cannot coexist,the cost was always known — the audience must now decide if they would have done the same,"good faith is the mechanism — the more sincerely they believed, the worse the outcome",MF_01,DE_09,SW_14,MF_01 + DE_09 + SW_14,A.I. Artificial Intelligence (2001),0.7500,235.93,Far and Away (1992),0.6000,137.78,Divergent,0.5000,288.89,288.89,220.87,0.7500,256265934.21,runs/evolve-20260524T172830Z/evolve/gen0/winners.json
evolve-20260524T161607Z,2026-05-24T16:16:07Z,2026-05-24,,,a society in a single compressed moment of transformation — the last night before everything changes forever,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",245.63,0.5973,civilizational,0.8199,The Innocent,,lost the one person who saw them completely; is now invisible to everyone else,past justice vs future peace — pursuing the truth reopens a wound the community needs to stay closed,the absence was always the presence — the gap in the record is the most important data point,younger and older audiences reach opposite verdicts about the same ending,MF_07,DE_08,SW_09,MF_07 + DE_08 + SW_09,A.I. Artificial Intelligence (2001),0.7500,235.93,Maze Runner: The Death Cure,0.6000,288.18,Elysium,0.6000,286.14,288.18,270.08,0.7500,245633325.65,runs/evolve-20260524T161607Z/evolve/gen0/winners.json
evolve-20260524T145508Z,2026-05-24T14:55:08Z,2026-05-24,,,international treaty negotiation,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",250.51,0.0672,identity,0.8649,The Innocent,Destroyer Creator,chose freedom; the act of choosing destroyed every relationship that made freedom worth having,loyalty vs truth — both are owed to the same person and cannot coexist,the cost was always known — the audience must now decide if they would have done the same,the film takes a position in a cultural debate that has not been settled and both sides can claim it,MF_01,DE_04,SW_02,MF_01 + DE_04 + SW_02,Sommersby (1993),1.0000,140.08,Indecent Proposal (1993),0.6667,266.61,Wuthering Heights (2026),0.6667,241.60,266.61,216.10,1.0000,250506515.08,runs/evolve-20260524T145508Z/evolve/gen0/winners.json
evolve-20260524T144333Z,2026-05-24T14:43:33Z,2026-05-24,,,archive or document repository holding suppressed records,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",284.33,0.0655,emotional,0.7920,,Decayed Innocent,chose freedom; the act of choosing destroyed every relationship that made freedom worth having,scientific truth vs lived experience — the data says one thing; the patient's body says another,the document that cannot be classified — the institution has no response category for what it received,the film forces the audience to answer a question about their own behavior before judging the protagonist,MF_09,DE_02,SW_02,MF_09 + DE_02 + SW_02,Indecent Proposal (1993),1.0000,266.61,Wuthering Heights (2026),1.0000,241.60,Sense and Sensibility (1995),1.0000,134.84,266.61,214.35,1.0000,284327259.98,runs/evolve-20260524T144333Z/evolve/gen0/winners.json
evolve-20260524T054526Z,2026-05-24T05:45:26Z,2026-05-24,,,archaeological site where the past and present collide,Precision without accountability leads to harm that the precision itself cannot measure.,245.63,0.0600,civilizational,0.7818,The Caregiver,Shadow Hero,"denied autonomy, proof of competence, and any relationship where they are fully known — simultaneously",merit vs circumstance — the meritocracy rewards the person with the best starting position,"the protagonist was the antagonist all along — same person, different time",the systemic vs individual question — is this one person's failure or a structure's?,MF_08,DE_10,SW_12,MF_08 + DE_10 + SW_12,A.I. Artificial Intelligence (2001),0.7500,235.93,Maze Runner: The Death Cure,0.6000,288.18,Elysium,0.6000,286.14,288.18,270.08,0.7500,245633325.65,runs/evolve-20260524T054526Z/evolve/gen0/winners.json
evolve-20260524T050530Z,2026-05-24T05:05:30Z,2026-05-24,,,a courtroom during a precedent-setting case,Precision without accountability leads to harm that the precision itself cannot measure.,283.93,0.5984,institutional,0.8630,,Destroyer Creator,did everything right; one variable outside their control destroyed everything they built,individual conscience vs collective loyalty — one person's integrity vs many people's safety,the moment of maximum competence is the moment of maximum failure,different audiences identify with different characters based on their own systemic position,MF_04,DE_07,SW_06,MF_04 + DE_07 + SW_06,The Village (2004),0.7500,256.70,Sommersby (1993),0.7500,140.08,What Lies Beneath,0.6000,291.42,291.42,229.40,0.7500,283927696.70,runs/evolve-20260524T050530Z/evolve/gen0/winners.json
evolve-20260524T050235Z,2026-05-24T05:02:35Z,2026-05-24,,,algorithmic hiring system inside a corporation,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",258.49,0.0661,civilizational,0.8649,The Lover,,separated from the ones they love by a choice they cannot take back — the wound is not loss but the knowledge that they caused it,scientific truth vs lived experience — the data says one thing; the patient's body says another,the method was causing the problem it was designed to solve,the protagonist's central action was simultaneously right and wrong — the film refuses to adjudicate,MF_09,DE_01,SW_13,MF_09 + DE_01 + SW_13,A.I. Artificial Intelligence (2001),0.6000,235.93,The Legend of Zorro (2005),0.5714,142.40,Maze Runner: The Death Cure,0.5000,288.18,288.18,222.17,0.6000,258486374.32,runs/evolve-20260524T050235Z/evolve/gen0/winners.json
evolve-20260524T045823Z,2026-05-24T04:58:23Z,2026-05-24,,,a prison where the guard and prisoner have irreconcilably connected histories,"The act of care, performed without presence, becomes the instrument of harm.",211.00,0.7955,civilizational,1.0000,The Magician,Devouring Mother,lost the one person who saw them completely; is now invisible to everyone else,fairness vs care — the fair outcome destroys the person you care about,the precision of measurement contains the exact thing it cannot measure,"good faith is the mechanism — the more sincerely they believed, the worse the outcome",MF_02,DE_09,SW_09,MF_02 + DE_09 + SW_09,A.I. Artificial Intelligence (2001),0.6000,235.93,Far and Away (1992),0.5000,137.78,Divergent,0.4286,288.89,288.89,220.87,0.6000,211000966.32,runs/evolve-20260524T045823Z/evolve/gen0/winners.json
evolve-20260524T045207Z,2026-05-24T04:52:07Z,2026-05-24,,,an enchanted realm where physical laws are expressions of emotional truth,Precision without accountability leads to harm that the precision itself cannot measure.,256.27,0.8263,civilizational,1.0000,The Lover,,loves someone they cannot keep without destroying what they have become — the wound is that both versions of themselves are real,present harm vs future prevention — doing harm now is the only way to prevent greater harm later,the precision of measurement contains the exact thing it cannot measure,"good faith is the mechanism — the more sincerely they believed, the worse the outcome",MF_06,DE_09,SW_15,MF_06 + DE_09 + SW_15,A.I. Artificial Intelligence (2001),0.7500,235.93,Far and Away (1992),0.6000,137.78,Divergent,0.5000,288.89,288.89,220.87,0.7500,256265934.21,runs/evolve-20260524T045207Z/evolve/gen0/winners.json
evolve-20260524T045146Z,2026-05-24T04:51:46Z,2026-05-24,,,a society in a single compressed moment of transformation — the last night before everything changes forever,Precision without accountability leads to harm that the precision itself cannot measure.,245.63,0.7264,civilizational,0.9214,The Hero,Shadow Hero,to help effectively they must maintain distance; the distance is what prevents them helping,merit vs circumstance — the meritocracy rewards the person with the best starting position,what seemed like two separate stories is one story seen from two irreconcilable positions,younger and older audiences reach opposite verdicts about the same ending,MF_08,DE_08,SW_11,MF_08 + DE_08 + SW_11,A.I. Artificial Intelligence (2001),0.7500,235.93,Maze Runner: The Death Cure,0.6000,288.18,Elysium,0.6000,286.14,288.18,270.08,0.7500,245633325.65,runs/evolve-20260524T045146Z/evolve/gen0/winners.json
evolve-20260524T045125Z,2026-05-24T04:51:25Z,2026-05-24,,,a village facing forced relocation due to climate or development,Precision without accountability leads to harm that the precision itself cannot measure.,245.63,0.7848,civilizational,0.9831,The Sage,,to help effectively they must maintain distance; the distance is what prevents them helping,individual conscience vs collective loyalty — one person's integrity vs many people's safety,the truth changes nothing — the revelation is complete and the world stays the same,silence as complicity — the film makes not-acting indistinguishable from acting,MF_04,DE_06,SW_11,MF_04 + DE_06 + SW_11,A.I. Artificial Intelligence (2001),0.7500,235.93,Maze Runner: The Death Cure,0.6000,288.18,Elysium,0.6000,286.14,288.18,270.08,0.7500,245633325.65,runs/evolve-20260524T045125Z/evolve/gen0/winners.json
evolve-20260524T045105Z,2026-05-24T04:51:05Z,2026-05-24,,,a village facing forced relocation due to climate or development,Precision without accountability leads to harm that the precision itself cannot measure.,256.27,0.8367,civilizational,0.9753,The Sage,,"denied autonomy, proof of competence, and any relationship where they are fully known — simultaneously",efficiency vs dignity — the optimal system treats people as variables,the cost was always known — the audience must now decide if they would have done the same,the film forces the audience to answer a question about their own behavior before judging the protagonist,MF_05,DE_02,SW_12,MF_05 + DE_02 + SW_12,A.I. Artificial Intelligence (2001),0.7500,235.93,Far and Away (1992),0.6000,137.78,Divergent,0.5000,288.89,288.89,220.87,0.7500,256265934.21,runs/evolve-20260524T045105Z/evolve/gen0/winners.json
evolve-20260524T045041Z,2026-05-24T04:50:41Z,2026-05-24,,,"a family home across three generations — the same rooms, different decades","The act of care, performed without presence, becomes the instrument of harm.",284.33,0.7767,emotional,0.9665,The Magician,Trapped Explorer,chose freedom; the act of choosing destroyed every relationship that made freedom worth having,fairness vs care — the fair outcome destroys the person you care about,the document that cannot be classified — the institution has no response category for what it received,the most sympathetic character causes the most harm — no clean emotional exit,MF_02,DE_05,SW_02,MF_02 + DE_05 + SW_02,Indecent Proposal (1993),1.0000,266.61,Wuthering Heights (2026),1.0000,241.60,Sense and Sensibility (1995),1.0000,134.84,266.61,214.35,1.0000,284327259.98,runs/evolve-20260524T045041Z/evolve/gen0/winners.json
evolve-20260524T045021Z,2026-05-24T04:50:21Z,2026-05-24,,,archaeological site where the past and present collide,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",250.51,0.8407,identity,1.0000,The Creator,,forced to be excellent at something they never chose; the excellence is the prison,past justice vs future peace — pursuing the truth reopens a wound the community needs to stay closed,the precision of measurement contains the exact thing it cannot measure,the most sympathetic character causes the most harm — no clean emotional exit,MF_07,DE_05,SW_10,MF_07 + DE_05 + SW_10,Sommersby (1993),1.0000,140.08,Indecent Proposal (1993),0.6667,266.61,Wuthering Heights (2026),0.6667,241.60,266.61,216.10,1.0000,250506515.08,runs/evolve-20260524T045021Z/evolve/gen0/winners.json
evolve-20260524T044957Z,2026-05-24T04:49:57Z,2026-05-24,,,federal regulatory agency,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",256.27,0.8252,civilizational,0.9955,The Ruler,Destroyer Creator,separated from the ones they love by a choice they cannot take back — the wound is not loss but the knowledge that they caused it,loyalty vs truth — both are owed to the same person and cannot coexist,the precision of measurement contains the exact thing it cannot measure,silence as complicity — the film makes not-acting indistinguishable from acting,MF_01,DE_06,SW_13,MF_01 + DE_06 + SW_13,A.I. Artificial Intelligence (2001),0.7500,235.93,Far and Away (1992),0.6000,137.78,Divergent,0.5000,288.89,288.89,220.87,0.7500,256265934.21,runs/evolve-20260524T044957Z/evolve/gen0/winners.json
evolve-20260524T044938Z,2026-05-24T04:49:38Z,2026-05-24,,,archaeological site where the past and present collide,Precision without accountability leads to harm that the precision itself cannot measure.,283.93,0.8068,institutional,0.9665,The Everyman,Abandoned Orphan,knows something that if shared would end every relationship they have,efficiency vs dignity — the optimal system treats people as variables,the cost was always known — the audience must now decide if they would have done the same,the most sympathetic character causes the most harm — no clean emotional exit,MF_05,DE_05,SW_08,MF_05 + DE_05 + SW_08,The Village (2004),0.7500,256.70,Sommersby (1993),0.7500,140.08,What Lies Beneath,0.6000,291.42,291.42,229.40,0.7500,283927696.70,runs/evolve-20260524T044938Z/evolve/gen0/winners.json
evolve-20260524T044917Z,2026-05-24T04:49:17Z,2026-05-24,,,migration detention facility,Precision without accountability leads to harm that the precision itself cannot measure.,284.33,0.8150,emotional,1.0000,The Magician,,loves someone they cannot keep without destroying what they have become — the wound is that both versions of themselves are real,present harm vs future prevention — doing harm now is the only way to prevent greater harm later,the document that cannot be classified — the institution has no response category for what it received,younger and older audiences reach opposite verdicts about the same ending,MF_06,DE_08,SW_15,MF_06 + DE_08 + SW_15,Indecent Proposal (1993),1.0000,266.61,Wuthering Heights (2026),1.0000,241.60,Sense and Sensibility (1995),1.0000,134.84,266.61,214.35,1.0000,284327259.98,runs/evolve-20260524T044917Z/evolve/gen0/winners.json
evolve-20260524T044856Z,2026-05-24T04:48:56Z,2026-05-24,,,an AI development lab at the moment of an irreversible deployment,Precision without accountability leads to harm that the precision itself cannot measure.,258.49,0.7955,civilizational,1.0000,,Corrupted Mentor,born into a world that has already decided who they are — the wound is the gap between the life assigned and the life desired,present harm vs future prevention — doing harm now is the only way to prevent greater harm later,the moment of maximum competence is the moment of maximum failure,the protagonist's central action was simultaneously right and wrong — the film refuses to adjudicate,MF_06,DE_01,SW_14,MF_06 + DE_01 + SW_14,A.I. Artificial Intelligence (2001),0.6000,235.93,The Legend of Zorro (2005),0.5714,142.40,Maze Runner: The Death Cure,0.5000,288.18,288.18,222.17,0.6000,258486374.32,runs/evolve-20260524T044856Z/evolve/gen0/winners.json
evolve-20260524T044835Z,2026-05-24T04:48:35Z,2026-05-24,,,international treaty negotiation,Precision without accountability leads to harm that the precision itself cannot measure.,245.63,0.7425,civilizational,0.9916,The Innocent,,did everything right; one variable outside their control destroyed everything they built,efficiency vs dignity — the optimal system treats people as variables,the moment of maximum competence is the moment of maximum failure,the most sympathetic character causes the most harm — no clean emotional exit,MF_05,DE_05,SW_06,MF_05 + DE_05 + SW_06,A.I. Artificial Intelligence (2001),0.7500,235.93,Maze Runner: The Death Cure,0.6000,288.18,Elysium,0.6000,286.14,288.18,270.08,0.7500,245633325.65,runs/evolve-20260524T044835Z/evolve/gen0/winners.json
evolve-20260524T044700Z,2026-05-24T04:47:00Z,2026-05-24,,,climate research station in an endangered ecosystem,Precision without accountability leads to harm that the precision itself cannot measure.,284.33,0.0661,emotional,0.7799,The Jester,,loves someone they cannot keep without destroying what they have become — the wound is that both versions of themselves are real,liberty vs protection — protecting someone means controlling them,the document that cannot be classified — the institution has no response category for what it received,"good faith is the mechanism — the more sincerely they believed, the worse the outcome",MF_03,DE_09,SW_15,MF_03 + DE_09 + SW_15,Indecent Proposal (1993),1.0000,266.61,Wuthering Heights (2026),1.0000,241.60,Sense and Sensibility (1995),1.0000,134.84,266.61,214.35,1.0000,284327259.98,runs/evolve-20260524T044700Z/evolve/gen0/winners.json
evolve-20260524T044301Z,2026-05-24T04:43:01Z,2026-05-24,,,a courtroom during a precedent-setting case,Precision without accountability leads to harm that the precision itself cannot measure.,283.93,0.0666,institutional,0.8008,,,loves someone they cannot keep without destroying what they have become — the wound is that both versions of themselves are real,individual conscience vs collective loyalty — one person's integrity vs many people's safety,the truth changes nothing — the revelation is complete and the world stays the same,the protagonist's central action was simultaneously right and wrong — the film refuses to adjudicate,MF_04,DE_01,SW_15,MF_04 + DE_01 + SW_15,The Village (2004),0.7500,256.70,Sommersby (1993),0.7500,140.08,What Lies Beneath,0.6000,291.42,291.42,229.40,0.7500,283927696.70,runs/evolve-20260524T044301Z/evolve/gen0/winners.json
evolve-20260524T042309Z,2026-05-24T04:23:09Z,2026-05-24,,,a courtroom during a precedent-setting case,Precision without accountability leads to harm that the precision itself cannot measure.,272.26,0.8071,institutional,0.9640,The Everyman,Failed Lover,did everything right; one variable outside their control destroyed everything they built,the debt that cannot be repaid — someone saved your life; you cannot save theirs back,"the protagonist was the antagonist all along — same person, different time",silence as complicity — the film makes not-acting indistinguishable from acting,MF_10,DE_06,SW_06,MF_10 + DE_06 + SW_06,The Village (2004),1.0000,256.70,What Lies Beneath,0.7500,291.42,The Firm (1993),0.7500,270.25,291.42,272.79,1.0000,272258329.14,runs/evolve-20260524T042309Z/evolve/gen0/winners.json
evolve-20260524T041107Z,2026-05-24T04:11:07Z,2026-05-24,,,archive or document repository holding suppressed records,Precision without accountability leads to harm that the precision itself cannot measure.,284.33,0.7300,emotional,0.9731,The Everyman,Manipulator Trickster,forced to be excellent at something they never chose; the excellence is the prison,liberty vs protection — protecting someone means controlling them,"the protagonist was the antagonist all along — same person, different time",the film forces the audience to answer a question about their own behavior before judging the protagonist,MF_03,DE_02,SW_10,MF_03 + DE_02 + SW_10,Indecent Proposal (1993),1.0000,266.61,Wuthering Heights (2026),1.0000,241.60,Sense and Sensibility (1995),1.0000,134.84,266.61,214.35,1.0000,284327259.98,runs/evolve-20260524T041107Z/evolve/gen0/winners.json
evolve-20260524T040839Z,2026-05-24T04:08:39Z,2026-05-24,,,a prison where the guard and prisoner have irreconcilably connected histories,Precision without accountability leads to harm that the precision itself cannot measure.,216.91,0.0643,identity,0.7832,The Explorer,Destroyer Creator,"denied autonomy, proof of competence, and any relationship where they are fully known — simultaneously",liberty vs protection — protecting someone means controlling them,the moment of maximum competence is the moment of maximum failure,silence as complicity — the film makes not-acting indistinguishable from acting,MF_03,DE_06,SW_12,MF_03 + DE_06 + SW_12,Sommersby (1993),0.6000,140.08,Death on the Nile (2022),0.6000,137.31,The Green Mile,0.5000,286.80,286.80,188.06,0.6000,216909609.42,runs/evolve-20260524T040839Z/evolve/gen0/winners.json
evolve-20260524T040351Z,2026-05-24T04:03:51Z,2026-05-24,,,intensive care unit,"The act of care, performed without presence, becomes the instrument of harm.",256.27,0.8263,civilizational,1.0000,The Jester,Hollow Caregiver,separated from the ones they love by a choice they cannot take back — the wound is not loss but the knowledge that they caused it,fairness vs care — the fair outcome destroys the person you care about,what seemed like two separate stories is one story seen from two irreconcilable positions,the film forces the audience to answer a question about their own behavior before judging the protagonist,MF_02,DE_02,SW_13,MF_02 + DE_02 + SW_13,A.I. Artificial Intelligence (2001),0.7500,235.93,Far and Away (1992),0.6000,137.78,Divergent,0.5000,288.89,288.89,220.87,0.7500,256265934.21,runs/evolve-20260524T040351Z/evolve/gen0/winners.json
evolve-20260524T040109Z,2026-05-24T04:01:09Z,2026-05-24,,,"a family home across three generations — the same rooms, different decades",Precision without accountability leads to harm that the precision itself cannot measure.,245.63,0.7175,civilizational,0.8696,The Everyman,Corrupted Mentor,carries a power they did not choose and cannot fully control — the wound is that mastery of the gift requires abandoning who they were,present harm vs future prevention — doing harm now is the only way to prevent greater harm later,the cost was always known — the audience must now decide if they would have done the same,silence as complicity — the film makes not-acting indistinguishable from acting,MF_06,DE_06,SW_16,MF_06 + DE_06 + SW_16,A.I. Artificial Intelligence (2001),0.7500,235.93,Maze Runner: The Death Cure,0.6000,288.18,Elysium,0.6000,286.14,288.18,270.08,0.7500,245633325.65,runs/evolve-20260524T040109Z/evolve/gen0/winners.json
evolve-20260524T035655Z,2026-05-24T03:56:55Z,2026-05-24,,,migration detention facility,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",258.54,0.6445,civilizational,0.8471,The Lover,,separated from the ones they love by a choice they cannot take back — the wound is not loss but the knowledge that they caused it,loyalty vs truth — both are owed to the same person and cannot coexist,the document that cannot be classified — the institution has no response category for what it received,the protagonist's central action was simultaneously right and wrong — the film refuses to adjudicate,MF_01,DE_01,SW_13,MF_01 + DE_01 + SW_13,Divergent,0.8000,288.89,A.I. Artificial Intelligence (2001),0.7500,235.93,Unbreakable (2000),0.6000,248.12,288.89,257.64,0.8000,258542424.81,runs/evolve-20260524T035655Z/evolve/gen0/winners.json
evolve-20260524T035443Z,2026-05-24T03:54:43Z,2026-05-24,,,a society in a single compressed moment of transformation — the last night before everything changes forever,"Devotion to truth, pursued without the ability to limit its consequences, becomes its own form of destruction.",245.63,0.7889,civilizational,1.0000,The Lover,Devouring Mother,forced to be excellent at something they never chose; the excellence is the prison,scientific truth vs lived experience — the data says one thing; the patient's body says another,"the protagonist was the antagonist all along — same person, different time",the most sympathetic character causes the most harm — no clean emotional exit,MF_09,DE_05,SW_10,MF_09 + DE_05 + SW_10,A.I. Artificial Intelligence (2001),0.7500,235.93,Maze Runner: The Death Cure,0.6000,288.18,Elysium,0.6000,286.14,288.18,270.08,0.7500,245633325.65,runs/evolve-20260524T035443Z/evolve/gen0/winners.json
evolve-20260524T034415Z,2026-05-24T03:44:15Z,2026-05-24,,,migration detention facility,Precision without accountability leads to harm that the precision itself cannot measure.,284.33,0.7788,emotional,0.9753,The Ruler,Tyrant Ruler,knows something that if shared would end every relationship they have,the debt that cannot be repaid — someone saved your life; you cannot save theirs back,"the protagonist was the antagonist all along — same person, different time",the film forces the audience to answer a question about their own behavior before judging the protagonist,MF_10,DE_02,SW_08,MF_10 + DE_02 + SW_08,Indecent Proposal (1993),1.0000,266.61,Wuthering Heights (2026),1.0000,241.60,Sense and Sensibility (1995),1.0000,134.84,266.61,214.35,1.0000,284327259.98,runs/evolve-20260524T034415Z/evolve/gen0/winners.json
